Mileage,Age,Brand,Horsepower,Price,Accidents_History,Last_Service_Date,ID
18702.349567172187,,Ford,177.4427892439911,29094.70136087482,0,2023-08-04,899
44908.18517802831,,Ford,212.46296474235263,16405.308353220113,0,2022-01-31,9178
48101.46002540915,7.529587230635673,Toyota,93.27917615610654,13819.365572828949,0,2020-10-05,8430
67423.00705338675,5.993240584447507,BMW,209.1477345097233,3871.4113216749793,1,2021-03-03,9271
61420.867512441604,0.7600243310729549,Ford,67.83460366486406,18668.47225558276,0,2023-03-22,276
35523.40087903374,4.770872644449199,BMW,161.5784131728216,13880.538068503756,0,2022-08-15,6197
73326.71048088602,7.0846626292702375,Ford,81.5235684408978,6448.50516060902,0,2021-12-21,7690
57822.413619665815,2.9649097016052184,Toyota,232.6921540379658,15808.36420376155,1,2020-11-16,1845
42805.6547738929,2.674452436822521,BMW,164.27540099737115,14957.8476507042,1,2022-02-16,8490
25379.770867654563,4.798402942722681,Ford,167.85090227518236,22104.60404994122,1,2022-05-28,5708
64137.02178830591,6.00939059012715,Toyota,47.30840220139339,13182.618815048605,0,2022-04-08,2753
71080.4815808663,7.4133328792088875,Ford,155.35565006180647,9365.74173924008,1,2023-01-24,5715
49323.300444599976,,Toyota,90.36713763710799,13215.580034793016,2,2021-04-19,2275
28595.934718595126,5.937238482776799,Ford,91.36010951460584,22755.672715805656,0,2022-06-02,8103
59699.23420872887,6.42928091557634,Ford,193.59400530249758,17127.388874039396,1,2023-03-05,3207
45250.1705742184,8.72885243630802,BMW,173.16173035016377,10909.403555413155,0,2023-02-07,1033
47756.157474995074,8.646300100613868,Ford,199.34928800473438,17336.03430969158,0,2022-09-27,2966
63821.12596715872,7.165267905793272,Ford,114.24867066824658,15321.694283000379,1,2022-01-30,5896
37097.69922613005,5.198964435330287,Ford,168.78785610289026,17469.350259184357,1,2021-03-16,5880
38467.26260487785,4.899256787427068,BMW,151.0910523160653,12072.785940512078,2,2023-05-15,3344
59076.8012612325,9.867807625065831,Ford,211.14584449387456,9067.630254270884,0,2021-01-05,4929
56995.69361572968,2.987968142454498,Ford,131.28232143662316,21114.953204791746,0,2023-05-31,7273
28699.73094231537,7.535250348263977,Ford,10.953894178721498,19968.007247729278,1,2022-12-03,5519
75460.19721520923,4.897314647662553,Toyota,178.5682496526639,10960.405511585575,0,2021-11-08,9389
24635.033572864264,,Ford,102.53948701833218,21968.77519612981,0,2023-06-08,8663
34229.14402009903,9.60692506356329,Toyota,88.22681587807617,15249.857653306542,0,,1722
58294.457740933045,9.677265435014816,BMW,116.93840675612726,1559.4157915699425,1,2022-05-19,716
27872.592754529516,7.000138364418992,BMW,124.1013849685438,8093.318908791129,0,2020-11-22,2372
75538.55228362686,4.850678073045951,BMW,196.55530514814717,8693.16272316226,0,2020-10-23,2341
23837.183651690673,,Toyota,91.00223424910678,24393.111347280294,1,2021-10-15,3413
50320.26835765323,,Toyota,201.42526055225957,8836.853509645023,1,2021-08-16,5873
48474.54088167693,2.014168609502891,BMW,107.8014098677327,22589.561490165084,0,2022-06-23,7142
48916.41861992498,8.053498249492414,Toyota,149.80587962838052,15162.328248330188,1,2022-10-03,3094
33222.11191119153,4.621620120672052,Ford,79.16702993366542,22736.19225486683,0,2022-06-01,9964
48286.616728247296,5.720458128324683,Ford,57.10038382405018,23342.64250030221,0,2022-08-09,4592
74945.58436632359,4.8828535653900325,BMW,132.13252284309607,9737.462951451113,1,2023-07-10,7259
66084.50970932137,0.5831259847690784,BMW,47.44120230402498,15813.00998503001,1,2023-01-11,9047
72657.87097974913,8.555514527618717,Toyota,110.65404384838791,10209.171856037638,1,2022-05-15,9774
40529.36017325917,7.743064479265209,BMW,116.5966992858764,5143.773507226633,0,2020-10-23,9384
34652.40304956575,4.877853817598478,BMW,139.08626390335377,14209.798221743938,0,2021-11-20,1110
47320.69101949315,,nan,123.48371253915141,18785.891329770664,0,2022-10-09,6102
36229.92845271432,7.440794496231079,BMW,154.56802815434853,10785.11179930852,0,2021-05-05,2181
21292.98942995028,7.601594776395537,Ford,256.2895861445969,19051.148489454084,1,2022-09-01,2665
39510.23088541864,9.991017766569732,BMW,137.09568687309113,4898.902772265734,0,2022-01-16,2186
34644.47821398718,1.4102452756707529,Toyota,165.27173523074566,19984.861139679015,0,2021-05-03,2786
28903.105173445532,3.1658394868727635,Toyota,86.17078602166262,27048.275209768733,0,2021-02-14,5595
52948.361010931774,0.0983688804630789,Ford,201.4376511741752,14709.30146825021,0,2022-02-19,9487
27762.860588860643,9.512802779403462,nan,103.26822340423479,6510.600666162532,0,2022-02-13,3104
51488.07293797254,,Toyota,167.52055366005214,18417.2062287199,1,2023-02-20,8045
63340.63862232882,4.836453641618805,BMW,149.1287169726359,9226.42068050923,0,2021-11-03,8424
14695.394004643793,2.4078077846325376,Toyota,240.4768038780375,24621.51603256293,0,2022-07-18,4203
65091.52559037874,9.865377746695222,nan,192.53985378874663,3607.4232297988674,0,2020-10-23,2691
25031.401235485344,6.151297098740985,BMW,178.52927165052432,13278.56808211641,0,2021-10-08,6990
36308.247587970625,,Ford,173.31696534112328,18563.988610146404,0,2020-09-29,2622
35125.57462432969,8.357063692402804,BMW,131.26003022022934,10867.34012685822,0,2022-11-26,6891
32713.764065607487,4.308094539162188,BMW,235.23281926129027,16893.732333918568,0,2021-03-12,7357
78605.8376362666,1.5060628937270004,Toyota,84.59704646016647,12266.746273385164,1,2022-04-18,4871
51465.87451572283,0.507976399034783,Toyota,188.8714871906412,15395.14321100805,0,2021-08-29,3932
52974.90589033012,3.3313122503113233,Ford,184.87233693246742,22852.37875620899,0,2022-09-16,8199
55939.643167094175,3.5047038665549133,Ford,179.14434988547535,11562.21147113974,2,2022-07-03,1336
48434.84762757961,8.414333018803417,BMW,132.2311137061729,4814.251953397181,1,2021-09-04,5230
32275.53027630607,8.097938358061601,Toyota,88.15027178807492,17502.1581421814,1,2022-08-22,1165
49045.07766815676,1.7231152712162923,Ford,223.5874409170811,16150.334221952118,1,2022-06-30,671
39387.41453734135,3.869199915771737,Toyota,213.26704511466494,20390.087539937398,0,2022-08-19,2067
47453.62559146272,0.23768132196100522,Ford,86.44275297017994,20494.857589944528,0,2023-02-12,4032
47634.994757542765,3.8523044669218276,Ford,176.86578550688762,18802.755366827456,1,2023-01-20,5848
77340.85400191939,9.40765206693839,Ford,240.99466276521343,9443.84772368893,1,2023-02-01,8743
55357.30491961598,1.6754064922844125,Ford,160.9593631689649,14442.62251287661,1,2021-05-02,8924
63302.97029874141,2.244113209506786,BMW,167.67942299939557,10237.579375673688,2,2022-05-27,3155
59645.818180089394,3.643684619792118,BMW,181.03478276855608,17435.508637829273,0,2023-02-15,3708
49121.201732992085,5.2138354091105406,BMW,129.25056033741836,10727.376595101981,1,2023-03-07,3994
52637.28429944042,4.881367781586759,Toyota,295.59193255359344,15121.145422351372,0,2022-03-12,1447
25695.88846366157,6.442419357714808,BMW,141.31936246441379,14618.844079837156,0,2022-03-15,8875
48227.539323071454,6.277085445621183,Toyota,114.81636886474578,16720.576776055335,1,2022-07-16,7616
51942.3925391208,7.5363678491996975,Toyota,103.83891387098362,13564.718517190635,1,2021-12-04,7671
41055.28942324238,7.476288452455946,Toyota,91.02779871992743,19799.217554229588,0,2023-07-05,8818
77856.5340463379,1.1879402978137432,Ford,198.6619774592295,9881.167154172343,1,2021-11-10,9907
47751.62612400291,1.1251762066662319,BMW,151.91061846636228,18687.739777765713,0,2022-04-21,4565
44058.152033728256,2.637964426722006,toyota,163.31463558740882,20639.86355336409,0,2023-04-20,803
44348.238363386976,2.5956557625440335,Ford,117.57608624036996,18551.244865136094,0,2021-07-21,5205
57480.35412364741,9.648642416539138,Toyota,239.37221743140825,9412.643025950201,0,2021-07-30,2897
61089.56799699539,9.450078340440054,Ford,130.49723287148987,14021.588912910689,1,2023-04-13,5097
43952.3457954023,0.7078389665272089,toyota,142.34366657182483,24014.077600574565,0,2023-04-10,7609
43543.071321713105,6.257735997273613,Ford,74.82424877547408,17251.854735643563,0,2020-10-21,8463
59376.77984650595,5.759773853564093,BMW,134.62340135354145,6647.450379588594,1,2020-10-02,4572
39690.54466173903,0.6915139007142301,bmw,124.81224728219522,18547.670571831288,0,2023-09-12,7625
38163.467296150244,1.977700297842594,bmw,138.28191285809498,20640.629693843784,0,2022-06-21,5633
53124.1246711529,0.4613701973475881,Ford,226.53892372105162,16093.732026124046,0,2022-06-07,9069
45974.40897185928,7.504068319797628,Ford,222.73937673424317,18694.60174980562,0,2022-11-26,6477
29476.32356992414,0.8090392316204587,Ford,177.7796545541617,24981.41743306913,0,2023-01-13,7251
52065.34738855021,6.889512994530017,BMW,251.34891666362387,4514.964691309684,0,2020-10-25,4559
59119.88764109596,9.894734658470377,Ford,160.87301268611048,11595.890608517522,1,2023-07-08,747
44269.8656663327,9.179064455809042,Toyota,101.18033006126853,17923.91309036372,0,2023-07-03,8643
25556.245958773427,2.3028506233422363,Toyota,143.94472436047135,27303.42191733243,0,2022-12-31,5515
55533.33061378499,0.025131063050649605,BMW,202.1534895943424,14105.28807442135,0,2022-09-15,2185
68700.42711341653,0.7107512099836855,Toyota,161.86960857540006,10530.507116040213,1,2021-05-20,5893
58990.54058783445,3.9265833132593153,Toyota,136.259228753045,8792.524167061107,1,2021-02-06,7204
31801.215047713726,1.8007566693278154,BMW,151.32852423955265,13693.445445407517,0,2022-04-12,9639
45148.13791274864,2.2971641962284908,toyota,215.21767883295956,19180.254902501893,1,2021-07-22,1038
42020.09285883258,7.185377796671676,BMW,118.48505038967214,8783.142284311705,1,2023-05-27,3246
38495.554474650075,6.103448635397801,Ford,156.05494981465506,20300.505240720762,0,2022-10-10,4780
28547.97188864102,3.392396282439475,BMW,137.52579511461175,20681.18054227861,0,2023-05-07,5
41149.1353119569,,Ford,216.86449471923282,13953.628755813788,0,2022-04-07,2652
73538.89421803856,8.623564895026867,Ford,191.51768324091222,8137.14334022237,1,2023-04-22,3509
51727.21809710138,3.50367111892548,Toyota,184.9617852906669,18545.170003701176,1,2022-07-06,8037
44071.56526018468,1.7908351840656689,Toyota,65.00705583000142,21476.28413786357,0,2022-08-11,5501
57231.209130083014,0.1623277738115958,Ford,127.28584325066853,13331.740341638382,1,2022-09-10,5963
84811.99758920447,2.008504640859532,Toyota,147.1706157989022,8692.474147250072,0,2021-04-29,656
66198.96825713804,3.303001411894396,Toyota,145.87859025259894,12310.963322012052,1,2021-09-17,9379
45129.046023755596,8.139319337481362,Ford,49.45081534629168,17637.540397225377,0,2021-01-02,5745
46515.58989220104,6.343862397528434,BMW,98.77391403399673,16200.67639565498,1,2022-05-25,4271
50997.758335747516,7.658853046993359,BMW,189.78858730516737,1360.2397138164006,0,,1204
29079.805376109864,6.397071759897132,BMW,211.65904457879103,9309.707648363395,0,2021-08-11,720
58505.87318780273,2.974854430682817,BMW,222.07752467748796,13124.101537480217,0,2023-01-08,2731
63137.49142380997,3.1148371881176407,Toyota,140.55727792017265,14773.068021708026,0,2021-03-28,7025
57494.70432667949,3.7761754897409414,BMW,127.46762349153056,15685.926550174176,1,2023-02-06,2832
51173.90262742492,8.776740768408434,BMW,148.7387936790684,897.0060862446999,2,2021-12-12,2850
35478.768235031326,7.0838696496411835,Ford,101.69914115224219,15820.414353423781,0,2021-12-06,5438
43214.74586646362,3.3889943307925674,BMW,95.43612175152202,16629.440896269047,0,2021-07-02,2899
58875.90462727352,6.934322631602173,BMW,162.5368297096671,9081.3392440876,0,2023-07-31,3908
63615.48196981848,1.9107940244966648,BMW,249.98919635671433,9857.02824074862,1,2021-04-02,6103
75442.72359242241,4.761922260550215,Toyota,178.5218934534058,11992.961628848978,0,2020-10-29,791
57186.42836147343,1.6432763861441124,Ford,59.89171081461039,18322.56545019803,0,,3120
44473.76837918607,1.1229353621667482,Ford,87.13894655320684,18339.87384957569,1,2021-12-25,6943
65181.99784733464,3.499613429124586,Toyota,133.4907129188278,12714.16072264428,0,2021-04-05,9067
28837.650299294954,3.4063534472196757,BMW,111.54901410326563,14153.80128919144,0,2020-10-22,4747
49240.94688557501,1.986649848355725,Toyota,94.6468156232448,15973.505460594486,0,2022-04-23,7543
78650.97429648551,4.800434326039092,BMW,112.77526371631748,11703.930098242734,0,2022-04-11,3349
36696.43510574187,6.874065091367178,BMW,122.34431831620462,12118.567603268893,0,2020-12-03,6143
32845.37906237226,7.560286356710963,nan,176.5582406663662,14694.598520181959,0,2023-05-07,1376
43428.885475832205,3.8012992866605444,BMW,136.19324560254225,15444.233313135213,1,2022-04-19,4101
69727.06498581459,3.899317599690394,Ford,169.034039703223,12993.861658134065,2,2022-10-13,2437
78000.2472249744,4.689095558536192,Ford,138.21170537352208,13051.93134093038,0,2023-02-03,7793
41238.59679807621,9.973363103790824,Toyota,207.19906056303574,12388.045608288121,2,2021-04-03,2290
55197.41663010141,6.365672593725238,BMW,86.60915563531728,12015.262095996628,0,2022-03-16,6098
31797.14595868279,7.1960634686485285,Toyota,118.63803316312053,21853.81551481553,0,2023-02-06,7271
55073.38210527673,2.84513760487612,Ford,99.28570050015121,20548.89934286856,1,2022-08-17,1684
29874.425848639476,8.758960400101374,BMW,107.17788004984521,12269.906867183347,0,2021-07-08,8540
26335.89397190979,5.3338855433380905,Toyota,114.5085983501424,19708.87511791162,0,2021-02-15,3271
55792.49565647554,4.733186956586549,Ford,52.02476867036745,18438.9714346444,0,2023-03-05,8111
54256.54331575018,3.0384354735519037,Ford,181.78098353664825,16965.103055486168,0,2023-04-06,2169
52356.04194286712,4.390373499219647,Toyota,167.80202678715227,17159.91801415234,0,2022-02-28,7001
42182.160315483336,6.6568642865838425,Toyota,135.03362247677487,16310.588376954558,1,2022-04-26,1797
59953.423648870725,8.790582026047918,Ford,189.28177405788955,7727.9454468289205,2,2021-01-10,1846
76619.8784146,9.297235523838182,Toyota,174.08318543503628,7336.586403038897,2,2023-02-15,8334
20621.76567295192,1.4630440791225285,Ford,100.61643465370453,24931.167581349127,1,2021-07-11,8850
57858.36535751308,9.510694250493025,Toyota,105.80201192925314,10030.971217452736,0,2020-11-25,2578
74213.74320920341,1.2285801341521918,Toyota,158.94915772631498,11467.552872371938,0,2021-10-11,363
64134.7146241545,4.41969473713486,Ford,38.526462048501415,17813.786007833514,0,2023-01-27,4742
20470.629653209697,7.730166870108944,Ford,83.55300306447786,19859.459207785614,0,2021-04-14,4958
67691.29971803969,5.391445965928688,Toyota,193.4715709701379,13264.332281785799,2,2021-11-27,5701
52194.566690015665,3.1305563710469295,BMW,59.86406489672973,13624.204258263897,2,2021-09-13,4591
61504.85675839327,9.716191028062518,Toyota,142.24573566992046,6997.738208752249,2,2022-07-28,1953
44209.94956686032,2.468934740806125,Toyota,152.52469023036792,16208.70741348021,2,2022-01-20,8600
53123.4975606651,7.955567869219886,Ford,161.31647157852365,18041.012896067918,0,2023-08-23,7460
57574.5497219426,8.293922426438064,Ford,126.07173085453786,8108.355769960503,1,,4321
39543.90391459725,5.3025860392415405,BMW,152.78848956881671,12599.21114458355,0,2023-02-19,3130
52720.07643826732,6.542966336978888,BMW,140.66016233107905,17040.299003639582,0,2023-05-26,5609
57838.36402998218,8.850501127176502,BMW,126.28605735250545,1297.097300976151,1,2022-10-28,5577
50348.174064879095,5.690164765071568,ford,110.18205331740845,16028.543918938361,0,2021-07-14,5977
76109.44168842997,7.605174772189203,Toyota,158.42899793589893,8127.109342252868,0,2021-06-04,7575
50583.630587843225,4.096332437330334,BMW,154.81391078162434,13807.268639258109,0,2021-02-02,4790
61625.34894836255,1.32306010044691,Ford,132.59394056539838,17528.181033873898,0,2022-07-28,162
57305.22988970569,9.369593329470119,toyota,89.68273520926252,14940.089195691078,0,2022-05-17,711
70732.72832589707,3.896228243222045,BMW,201.12708326910717,13450.643458326263,0,2023-05-24,3420
43412.15717296778,5.9749957566115,Toyota,145.66241242197634,16679.0761158078,1,,1934
65156.41329688263,8.063350777087678,Toyota,185.17803389994685,13699.452366389713,1,2022-05-28,9075
-48487.79860009805,2.135476256875599,Ford,-159.15209777598923,68853.50315657315,0,2023-04-22,3281
31477.61269469521,9.294253259816333,BMW,207.60055130945904,7104.160053801801,0,2021-06-12,5251
58823.37393676905,5.5091262918773065,Ford,158.77210452209226,20451.941639062887,0,2023-05-08,7553
37869.237020306995,5.393588364275438,Ford,88.26884601066041,21447.935959618844,0,2022-06-02,2816
37886.68937675201,6.160162356561035,Toyota,132.53164164618087,20393.404614100302,2,2023-02-04,2416
49774.92369452953,6.426697809614525,Ford,72.07997730798515,18805.29607437929,0,2022-09-21,4724
60446.58010087159,9.196754595876499,Toyota,239.65774967964273,9088.180024931835,0,2020-11-26,7078
51287.64658013678,0.30952824149164226,Toyota,206.04682422760527,19441.032574038094,0,2023-08-16,2930
41204.79633619649,7.739527407318965,Ford,114.17046433242673,17377.80867613766,0,,8197
58088.73786937726,1.4654046155326628,bmw,205.76780401463367,15861.354914730793,0,2021-10-25,253
65599.87677060031,4.029862463057321,Toyota,66.9144308263792,17571.56721654925,0,2022-08-14,7634
52384.380111884646,8.413787602688142,Toyota,140.10637283757978,17009.11808453569,0,2023-08-26,6052
62146.11096221671,4.763882338380981,BMW,145.49855808359257,11101.05490749704,1,2023-05-15,4245
77314.08911134514,9.582470662659533,Toyota,125.5850065168877,9158.259118137996,0,2022-06-19,9509
41040.25896551956,2.6652645122604,BMW,109.78636621475513,19144.559394623393,0,2023-04-17,4319
68069.00699973767,2.815309114449155,Toyota,132.9716461932767,21094.273762469486,0,2023-02-12,1611
15301.970994543997,6.509428121267114,Toyota,165.15932491503662,25504.344242153264,1,2022-03-17,8804
